"name","id","desc"
"bcsA","b3533","cellulose synthase, catalytic subunit (EC:2.4.1.12); K00694 cellulose synthase (UDP-forming) [EC:2.4.1.12]"
"bcsB","b3532","regulator of cellulose synthase, cyclic di-GMP binding"
"bcsC","b3530","cellulose synthase subunit"
"bcsE","b3536","cellulose production protein"
"bcsF","b3537","predicted protein"
"bcsG","b3538","inner membrane protein, predicted endoglucanase, DUF3260 family"
"bcsQ","b3534","pseudogene"
"bcsZ","b3531","endo-1,4-D-glucanase (EC:3.2.1.4); K01179 endoglucanase [EC:3.2.1.4]"
"bdm","b1481","biofilm-dependent modulation protein"
"beeE","b1151","pseudogene"
"betA","b0311","choline dehydrogenase, a flavoprotein (EC:1.1.99.1); K00108 choline dehydrogenase [EC:1.1.99.1]"
"betB","b0312","betaine aldehyde dehydrogenase, NAD-dependent (EC:1.2.1.8); K00130 betaine-aldehyde dehydrogenase [EC:1.2.1.8]"
"betI","b0313","DNA-binding transcriptional repressor; K02167 TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes"
"betT","b0314","choline transporter of high affinity; K02168 choline/glycine/proline betaine transport protein"
"bfd","b3337","bacterioferritin-associated ferredoxin; K02192 bacterioferritin-associated ferredoxin"
"bfr","b3336","bacterioferritin, iron storage and detoxification protein; K03594 bacterioferritin"
"bglA","b2901","6-phospho-beta-glucosidase A (EC:3.2.1.86); K01223 6-phospho-beta-glucosidase [EC:3.2.1.86]"
"bglB","b3721","cryptic phospho-beta-glucosidase B (EC:3.2.1.86); K01223 6-phospho-beta-glucosidase [EC:3.2.1.86]"
"bglF","b3722","fused beta-glucoside-specific PTS enzymes: IIA component/IIB component/IIC component (EC:2.7.1.69); K02755 PTS system, beta-glucosides-specific IIA component [EC:2.7.1.69] K02756 PTS system, beta-glucosides-specific IIB component [EC:2.7.1.69] K02757 PTS system, beta-glucosides-specific IIC component"
"bglG","b3723","transcriptional antiterminator of the bgl operon; K03488 beta-glucoside operon transcriptional antiterminator"
"bglH","b3720","carbohydrate-specific outer membrane porin, cryptic; K10124 carbohydrate-specific outer membrane porin"
"bglJ","b4366","bgl operon transcriptional activator"
"bglX","b2132","beta-D-glucoside glucohydrolase, periplasmic (EC:3.2.1.21); K05349 beta-glucosidase [EC:3.2.1.21]"
"bhsA","NA","NA"
"bioA","b0774","7,8-diaminopelargonic acid synthase, PLP-dependent (EC:2.6.1.62); K00833 adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]"
"bioB","b0775","biotin synthase (EC:2.8.1.6); K01012 biotin synthase [EC:2.8.1.6]"
"bioC","b0777","malonyl-CoA methyltransferase, SAM-dependent; K02169 malonyl-CoA O-methyltransferase [EC:2.1.1.197]"
"bioD","b0778","dethiobiotin synthetase (EC:6.3.3.3); K01935 dethiobiotin synthetase [EC:6.3.3.3]"
"bioF","b0776","8-amino-7-oxononanoate synthase (EC:2.3.1.47); K00652 8-amino-7-oxononanoate synthase [EC:2.3.1.47]"
"bioH","b3412","pimeloyl-ACP methyl ester carboxylesterase; K02170 pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]"
"birA","b3973","bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/DNA-binding transcriptional repressor, bio-5'-AMP-binding (EC:6.3.4.15); K03524 BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"
"bisC","b3551","biotin sulfoxide reductase (EC:1.-.-.-); K08351 biotin/methionine sulfoxide reductase [EC:1.-.-.-]"
"blc","b4149","outer membrane lipoprotein (lipocalin), cell division and growth function; K03098 apolipoprotein D and lipocalin family protein"
"blr","b4409","beta-lactam resistance membrane protein; divisome-associated protein"
"bolA","b0435","stationary-phase morphogene, transcriptional repressor for mreB; also regulator for dacA, dacC, and ampC; K05527 BolA protein"
"borD","b0557","DLP12 prophage; predicted lipoprotein"
"brnQ","b0401","branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val; K03311 branched-chain amino acid:cation transporter, LIVCS family"
"bsmA","b4189","bioflm peroxide resistance protein"
"bssR","b0836","repressor of biofilm formation by indole transport regulation"
"bssS","b1060","biofilm regulator; K12148 biofilm regulator BssS"
"btuB","b3966","vitamin B12/cobalamin outer membrane transporter; K16092 vitamin B12 transporter"
"btuC","b1711","vitamin B12 transporter subunit: membrane component of ABC superfamily; K06073 vitamin B12 transport system permease protein"
"btuD","b1709","vitamin B12 transporter subunit : ATP-binding component of ABC superfamily (EC:3.6.3.33); K06074 vitamin B12 transport system ATP-binding protein [EC:3.6.3.33]"
"btuE","b1710","glutathione peroxidase; K00432 glutathione peroxidase [EC:1.11.1.9]"
"btuF","b0158","vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily; K06858 vitamin B12 transport system substrate-binding protein"
"btuR","b1270","cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase (EC:2.5.1.- 2.5.1.17); K00798 cob(I)alamin adenosyltransferase [EC:2.5.1.17]"
"cadA","b4131","lysine decarboxylase, acid-inducible (EC:4.1.1.18); K01582 lysine decarboxylase [EC:4.1.1.18]"
"cadB","b4132","predicted lysine/cadaverine transporter; K03757 cadaverine:lysine antiporter"
"cadC","b4133","DNA-binding transcriptional activator; K03765 transcriptional activator of cad operon"
"caiA","b0039","crotonobetaine reductase subunit II, FAD-binding (EC:1.3.99.-); K08297 crotonobetainyl-CoA dehydrogenase [EC:1.3.99.-]"
"caiB","b0038","crotonobetainyl CoA:carnitine CoA transferase (EC:2.8.3.-); K08298 L-carnitine CoA-transferase [EC:2.8.3.21]"
"caiC","b0037","probable crotonobetaine/carnitine-CoA ligase (EC:6.3.2.-); K02182 crotonobetaine/carnitine-CoA ligase [EC:6.2.1.-]"
"caiD","b0036","carnitinyl-CoA dehydratase (EC:4.2.1.-); K08299 crotonobetainyl-CoA hydratase [EC:4.2.1.119]"
"caiE","b0035","stimulator of CaiD and CaiB enzyme activities; K08279 carnitine operon protein CaiE"
"caiF","b0034","DNA-binding transcriptional activator; K08277 transcriptional activator CaiF"
"caiT","b0040","predicted transporter; K05245 L-carnitine/gamma-butyrobetaine antiporter"
"can","NA","NA"
"carA","b0032","carbamoyl phosphate synthetase small subunit, glutamine amidotransferase (EC:6.3.5.5); K01956 carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]"
"carB","b0033","carbamoyl-phosphate synthase large subunit (EC:6.3.5.5); K01955 carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]"
"casA","b2760","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"casB","b2759","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"casC","b2758","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"casD","b2757","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"casE","b2756","CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"cbl","b1987","DNA-binding transcriptional activator for the ssuEADCB and tauABCD operons; K13635 LysR family transcriptional regulator, cys regulon transcriptional activator"
"cbpA","b1000","curved DNA-binding protein, DnaJ homologue that functions as a co-chaperone of DnaK; K05516 curved DNA-binding protein"
"cbpM","b0999","modulator of CbpA co-chaperone"
"cbrA","b3690","colicin M resistance protein; FAD-binding protein, predicted oxidoreductase"
"cbrB","b3716","inner membrane protein, creBC regulon"
"cbrC","b3717","conserved protein, UPF0167 family; K09925 hypothetical protein"
"cca","NA","NA"
"ccmA","b2201","heme exporter subunit; K02193 heme exporter protein A [EC:3.6.3.41]"
"ccmB","b2200","heme exporter subunit; K02194 heme exporter protein B"
"ccmC","b2199","heme exporter subunit; K02195 heme exporter protein C"
"ccmD","b2198","cytochrome c biogenesis protein; K02196 heme exporter protein D"
"ccmE","b2197","periplasmic heme chaperone; K02197 cytochrome c-type biogenesis protein CcmE"
"ccmF","b2196","heme lyase, CcmF subunit; K02198 cytochrome c-type biogenesis protein CcmF"
"ccmG","b2195","periplasmic thioredoxin of cytochrome c-type biogenesis; K02199 cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE"
"ccmH","b2194","heme lyase, CcmH subunit; K02200 cytochrome c-type biogenesis protein CcmH"
"cdaR","b0162","DNA-binding transcriptional regulator for gar and gud operons; carbohydrate diacid regulator; K02647 carbohydrate diacid regulator"
"cdd","b2143","cytidine/deoxycytidine deaminase (EC:3.5.4.5); K01489 cytidine deaminase [EC:3.5.4.5]"
"cdh","b3918","CDP-diacylglycerol phosphotidylhydrolase (EC:3.6.1.26); K01521 CDP-diacylglycerol pyrophosphatase [EC:3.6.1.26]"
"cdsA","b0175","CDP-diglyceride synthase (EC:2.7.7.41); K00981 phosphatidate cytidylyltransferase [EC:2.7.7.41]"
"cedA","b1731","cell division modulator; K15722 cell division activator"
"cfa","b1661","cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase) (EC:2.1.1.79); K00574 cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]"
"chaA","b1216","calcium/sodium:proton antiporter; K07300 Ca2+:H+ antiporter"
"chaB","b1217","cation transport regulator; K06197 cation transport regulator"
"chaC","b1218","cation transport regulator; K07232 cation transport protein ChaC"
"chbA","b1736","N,N'-diacetylchitobiose-specific enzyme IIA component of PTS (EC:2.7.1.69); K02759 PTS system, cellobiose-specific IIA component [EC:2.7.1.69]"
"chbB","b1738","N,N'-diacetylchitobiose-specific enzyme IIB component of PTS (EC:2.7.1.69); K02760 PTS system, cellobiose-specific IIB component [EC:2.7.1.69]"
"chbC","b1737","N,N'-diacetylchitobiose-specific enzyme IIC component of PTS (EC:2.7.1.69); K02761 PTS system, cellobiose-specific IIC component"
"chbF","b1734","phospho-chitobiase; general 6-phospho-beta-glucosidase activity (EC:3.2.1.86); K01222 6-phospho-beta-glucosidase [EC:3.2.1.86]"
"chbG","b1733","chito-oligosaccharide deacetylase; K03478 hypothetical protein"
"chbR","b1735","repressor of chb operon for N,N'-diacetylchitobiose utilization; K03490 AraC family transcriptional regulator, cel operon repressor"
"cheA","b1888","fused chemotactic sensory histidine kinase in two-component regulatory system with CheB and CheY: sensory histidine kinase/signal sensing protein; K03407 two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
"cheB","b1883","fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with CheA (EC:3.1.1.61); K03412 two-component system, chemotaxis family, response regulator CheB [EC:3.1.1.61]"
"cheR","b1884","chemotaxis regulator, protein-glutamate methyltransferase (EC:2.1.1.80); K00575 chemotaxis protein methyltransferase CheR [EC:2.1.1.80]"
"cheW","b1887","purine-binding chemotaxis protein; K03408 purine-binding chemotaxis protein CheW"
"cheY","NA","NA"
"cheZ","b1881","chemotaxis regulator, protein phosphatase for CheY; K03414 chemotaxis protein CheZ"
"chiA","b3338","periplasmic endochitinase (EC:3.2.1.14 3.2.1.17); K13381 bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]"
"chiP","b0681","chitoporin, uptake of chitosugars"
"chiQ","b0682","novel lipoprotein induced by chitosugars"
"chiX","b4585","sRNA antisense regulator of OM chitoporin ChiP(YbfM), Hfq-dependent"
"cho","NA","NA"
"chpB","b4225","toxin of the ChpB-ChpS toxin-antitoxin system; K07171 mRNA interferase [EC:3.1.-.-]"
"chpS","b4224","antitoxin of the ChpBS toxin-antitoxin system"
"cirA","b2155","catecholate siderophore receptor CirA; K16089 outer membrane receptor for ferrienterochelin and colicins"
"citC","b0618","[citrate [pro-3S]-lyase] ligase (EC:6.2.1.22); K01910 [citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]"
"citD","b0617","citrate lyase, acyl carrier (gamma) subunit (EC:4.1.3.6); K01646 citrate lyase subunit gamma [EC:4.1.3.6]"
"citE","b0616","citrate lyase, citryl-ACP lyase (beta) subunit (EC:4.1.3.34 4.1.3.6); K01644 citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.6 4.1.3.34]"
"citF","b0615","citrate lyase, citrate-ACP transferase (alpha) subunit (EC:2.8.3.10 4.1.3.6); K01643 citrate lyase subunit alpha / citrate CoA-transferase [EC:4.1.3.6 2.8.3.10]"
"citG","b0613","2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase (EC:2.7.8.25); K05966 triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]"
"citT","b0612","citrate:succinate antiporter; K09477 citrate:succinate antiporter"
"citX","b0614","apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC:2.7.7.61); K05964 holo-ACP synthase [EC:2.7.7.61]"
"clcA","b0155","H(+)/Cl(-) exchange transporter; K03281 chloride channel protein, CIC family"
"clcB","b1592","H(+)/Cl(-) exchange transporter; K03281 chloride channel protein, CIC family"
"cld","NA","NA"
"clpA","b0882","ATPase and specificity subunit of ClpA-ClpP ATP-dependent serine protease, chaperone activity; K03694 ATP-dependent Clp protease ATP-binding subunit ClpA"
"clpB","b2592","protein disaggregation chaperone; K03695 ATP-dependent Clp protease ATP-binding subunit ClpB"
"clpP","b0437","proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases (EC:3.4.21.92); K01358 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]"
"clpS","b0881","regulatory protein for ClpA substrate specificity; K06891 ATP-dependent Clp protease adaptor protein ClpS"
"clpX","b0438","ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease; K03544 ATP-dependent Clp protease ATP-binding subunit ClpX"
"cls","NA","NA"
"cmk","b0910","cytidylate kinase (EC:2.7.4.14); K00945 cytidylate kinase [EC:2.7.4.14]"
"cmoA","b1870","carboxy-SAM synthase; K15256 tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]"
"cmoB","b1871","tRNA (cmo5U34)-carboxymethyltransferase, carboxy-SAM-dependent; K15257 tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]"
"cmtA","b2933","predicted fused mannitol-specific PTS enzymes: IIB component/IIC component (EC:2.7.1.69); K02799 PTS system, mannitol-specific IIB component [EC:2.7.1.69] K02800 PTS system, mannitol-specific IIC component"
"cmtB","b2934","predicted mannitol-specific enzyme IIA component of PTS; K02798 PTS system, mannitol-specific IIA component [EC:2.7.1.69]"
"cnu","b1625","oriC-binding complex H-NS/Cnu; binds 26 bp cnb site; also forms a complex with StpA"
"coaA","NA","NA"
"coaD","b3634","pantetheine-phosphate adenylyltransferase (EC:2.7.7.3); K00954 pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]"
"coaE","b0103","dephospho-CoA kinase (EC:2.7.1.24); K00859 dephospho-CoA kinase [EC:2.7.1.24]"
"cobB","b1120","deacetylase of acs and cheY, chemotaxis regulator; K12410 NAD-dependent deacetylase [EC:3.5.1.-]"
"cobC","b0638","predicted alpha-ribazole-5'-P phosphatase; K02226 alpha-ribazole phosphatase [EC:3.1.3.73]"
"cobS","b1992","cobalamin synthase (EC:2.-.-.-); K02233 adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]"
"cobT","b1991","nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC:2.4.2.21); K00768 nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]"
"cobU","b1993","bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase; K02231 adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]"
"codA","b0337","cytosine/isoguanine deaminase (EC:3.5.4.1); K01485 cytosine deaminase [EC:3.5.4.1]"
"codB","b0336","cytosine transporter; K10974 cytosine permease"
"cof","b0446","thiamin pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase; K11938 HMP-PP phosphatase [EC:3.6.1.-]"
"cohE","b1145","e14 prophage; repressor protein phage e14"
"copA","b0484","copper transporter (EC:3.6.3.4); K17686 Cu+-exporting ATPase [EC:3.6.3.54]"
"corA","b3816","magnesium/nickel/cobalt transporter; K03284 magnesium transporter"
"cpdA","b3032","3',5' cAMP phosphodiesterase (EC:3.1.4.17); K03651 Icc protein"
"cpdB","b4213","2':3'-cyclic-nucleotide 2'-phosphodiesterase (EC:3.1.4.16); K01119 2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]"
"cpsB","b2049","mannose-1-phosphate guanyltransferase (EC:2.7.7.22); K00971 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"
"cpsG","b2048","phosphomannomutase (EC:5.4.2.8); K01840 phosphomannomutase [EC:5.4.2.8]"
"cpxA","b3911","sensory histidine kinase in two-component regulatory system with CpxR; K07640 two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]"
"cpxP","b4484","inhibitor of the cpx response; periplasmic adaptor protein; K06006 periplasmic protein CpxP"
"cpxR","b3912","DNA-binding response regulator in two-component regulatory system with CpxA; K07662 two-component system, OmpR family, response regulator CpxR"
"crcB","b0624","probable fluoride exporter; inner membrane protein associated with chromosome condensation; K06199 CrcB protein"
"creA","b4397","conserved protein; K05805 CreA protein"
"creB","NA","NA"
"creC","b4399","sensory histidine kinase in two-component regulatory system with CreB or PhoB, regulator of the CreBC regulon; K07641 two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]"
"creD","b4400","inner membrane protein; K06143 inner membrane protein"
"crl","b0240","pseudogene"
"croE","b1146","e14 prophage; predicted DNA-binding transcriptional regulator"
"crp","b3357","cAMP-activated global transcription factor, mediator of catabolite repression; K10914 CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"
"crr","b2417","glucose-specific enzyme IIA component of PTS (EC:2.7.1.69); K02777 PTS system, glucose-specific IIA component [EC:2.7.1.69]"
"csdA","b2810","cysteine sulfinate desulfinase (EC:4.4.1.-); K01766 cysteine sulfinate desulfinase [EC:4.4.1.-]"
"csdE","b2811","CsdA-binding activator; Fe-S protein; K02426 cysteine desulfuration protein SufE"
"csdL","NA","NA"
"csgA","NA","NA"
"csgB","NA","NA"
"csgC","b1043","curli assembly protein; K04336 curli production protein"
"csgD","NA","NA"
"csgE","b1039","curlin secretion specificity factor; K04337 curli production assembly/transport component CsgE"
"csgF","b1038","outer membrane protein required for curli nucleation by CsgB; K04338 curli production assembly/transport component CsgF"
"csgG","b1037","curli production assembly/transport outer membrane lipoprotein; K06214 curli production assembly/transport component CsgG"
"csiD","b2659","carbon starvation protein; K15737 protein CsiD"
"csiE","b2535","stationary phase inducible protein"
"csiR","b2664","DNA-binding transcriptional repressor of csiD; K15735 GntR family transcriptional regulator, carbon starvation induced regulator"
"cspA","b3556","RNA chaperone and anti-terminator, cold-inducible; K03704 cold shock protein (beta-ribbon, CspA family)"
