"Name","cluster","gene_description"
"bglX","green","beta-D-glucoside glucohydrolase  periplasmic (EC:3.2.1.21)  K05349 beta-glucosidase [EC:3.2.1.21]"
"bhsA","turquoise","biofilm  cell surface and signaling protein  K12151 multiple stress resistance protein BhsA"
"bioA","turquoise","7 8-diaminopelargonic acid synthase  PLP-dependent (EC:2.6.1.62)  K00833 adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]"
"bioA","turquoise","7 8-diaminopelargonic acid synthase  PLP-dependent (EC:2.6.1.62)  K00833 adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]"
"bioB","turquoise","biotin synthase (EC:2.8.1.6)  K01012 biotin synthase [EC:2.8.1.6]"
"bioC","blue","malonyl-CoA methyltransferase  SAM-dependent  K02169 malonyl-CoA O-methyltransferase [EC:2.1.1.197]"
"bioD","blue","dethiobiotin synthetase (EC:6.3.3.3)  K01935 dethiobiotin synthetase [EC:6.3.3.3]"
"bioF","brown","8-amino-7-oxononanoate synthase (EC:2.3.1.47)  K00652 8-amino-7-oxononanoate synthase [EC:2.3.1.47]"
"bioH","turquoise","pimeloyl-ACP methyl ester carboxylesterase  K02170 pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]"
"birA","blue","bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/DNA-binding transcriptional repressor  bio-5'-AMP-binding (EC:6.3.4.15)  K03524 BirA family transcriptional regulator  biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"
"bisC","red","biotin sulfoxide reductase (EC:1.-.-.-)  K08351 biotin/methionine sulfoxide reductase [EC:1.-.-.-]"
"blc","green","outer membrane lipoprotein (lipocalin)  cell division and growth function  K03098 apolipoprotein D and lipocalin family protein"
"blr","turquoise","beta-lactam resistance membrane protein  divisome-associated protein"
"bolA","turquoise","stationary-phase morphogene  transcriptional repressor for mreB  also regulator for dacA  dacC  and ampC  K05527 BolA protein"
"bolA","turquoise","stationary-phase morphogene  transcriptional repressor for mreB  also regulator for dacA  dacC  and ampC  K05527 BolA protein"
"bolA","turquoise","stationary-phase morphogene  transcriptional repressor for mreB  also regulator for dacA  dacC  and ampC  K05527 BolA protein"
"bolA","turquoise","stationary-phase morphogene  transcriptional repressor for mreB  also regulator for dacA  dacC  and ampC  K05527 BolA protein"
"bolA","turquoise","stationary-phase morphogene  transcriptional repressor for mreB  also regulator for dacA  dacC  and ampC  K05527 BolA protein"
"bolA","turquoise","stationary-phase morphogene  transcriptional repressor for mreB  also regulator for dacA  dacC  and ampC  K05527 BolA protein"
"borD","turquoise","DLP12 prophage  predicted lipoprotein"
"brnQ","brown","branched-chain amino acid transport system 2 carrier protein  LIV-II transport system for Ile  Leu  and Val  K03311 branched-chain amino acid:cation transporter  LIVCS family"
"bsmA","turquoise","bioflm peroxide resistance protein"
"bssR","turquoise","repressor of biofilm formation by indole transport regulation"
"bssS","blue","biofilm regulator  K12148 biofilm regulator BssS"
"btuB","turquoise","vitamin B12/cobalamin outer membrane transporter  K16092 vitamin B12 transporter"
"btuC","yellow","vitamin B12 transporter subunit: membrane component of ABC superfamily  K06073 vitamin B12 transport system permease protein"
"btuD","pink","vitamin B12 transporter subunit : ATP-binding component of ABC superfamily (EC:3.6.3.33)  K06074 vitamin B12 transport system ATP-binding protein [EC:3.6.3.33]"
"btuE","turquoise","glutathione peroxidase  K00432 glutathione peroxidase [EC:1.11.1.9]"
"btuF","green","vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily  K06858 vitamin B12 transport system substrate-binding protein"
"btuR","red","cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase (EC:2.5.1.- 2.5.1.17)  K00798 cob(I)alamin adenosyltransferase [EC:2.5.1.17]"
"cadA","brown","lysine decarboxylase  acid-inducible (EC:4.1.1.18)  K01582 lysine decarboxylase [EC:4.1.1.18]"
"cadB","turquoise","predicted lysine/cadaverine transporter  K03757 cadaverine:lysine antiporter"
"cadC","blue","DNA-binding transcriptional activator  K03765 transcriptional activator of cad operon"
"caiA","blue","crotonobetaine reductase subunit II  FAD-binding (EC:1.3.99.-)  K08297 crotonobetainyl-CoA dehydrogenase [EC:1.3.99.-]"
"caiC","blue","probable crotonobetaine/carnitine-CoA ligase (EC:6.3.2.-)  K02182 crotonobetaine/carnitine-CoA ligase [EC:6.2.1.-]"
"caiC","blue","probable crotonobetaine/carnitine-CoA ligase (EC:6.3.2.-)  K02182 crotonobetaine/carnitine-CoA ligase [EC:6.2.1.-]"
"caiC","blue","probable crotonobetaine/carnitine-CoA ligase (EC:6.3.2.-)  K02182 crotonobetaine/carnitine-CoA ligase [EC:6.2.1.-]"
"caiC","blue","probable crotonobetaine/carnitine-CoA ligase (EC:6.3.2.-)  K02182 crotonobetaine/carnitine-CoA ligase [EC:6.2.1.-]"
"caiC","blue","probable crotonobetaine/carnitine-CoA ligase (EC:6.3.2.-)  K02182 crotonobetaine/carnitine-CoA ligase [EC:6.2.1.-]"
"caiE","turquoise","stimulator of CaiD and CaiB enzyme activities  K08279 carnitine operon protein CaiE"
"caiE","turquoise","stimulator of CaiD and CaiB enzyme activities  K08279 carnitine operon protein CaiE"
"caiE","turquoise","stimulator of CaiD and CaiB enzyme activities  K08279 carnitine operon protein CaiE"
"caiF","blue","DNA-binding transcriptional activator  K08277 transcriptional activator CaiF"
"caiT","turquoise","predicted transporter  K05245 L-carnitine/gamma-butyrobetaine antiporter"
"carA","turquoise","carbamoyl phosphate synthetase small subunit  glutamine amidotransferase (EC:6.3.5.5)  K01956 carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]"
"carA","turquoise","carbamoyl phosphate synthetase small subunit  glutamine amidotransferase (EC:6.3.5.5)  K01956 carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]"
"carA","turquoise","carbamoyl phosphate synthetase small subunit  glutamine amidotransferase (EC:6.3.5.5)  K01956 carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]"
"carA","turquoise","carbamoyl phosphate synthetase small subunit  glutamine amidotransferase (EC:6.3.5.5)  K01956 carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]"
"carB","turquoise","carbamoyl-phosphate synthase large subunit (EC:6.3.5.5)  K01955 carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]"
"casA","turquoise","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"casB","blue","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"casD","turquoise","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"casD","turquoise","CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"casE","yellow","CRISPR RNA precursor cleavage enzyme  CRISP RNA (crRNA) containing Cascade antiviral complex protein"
"cbpM","turquoise","modulator of CbpA co-chaperone"
"cbpM","turquoise","modulator of CbpA co-chaperone"
"cbrA","blue","colicin M resistance protein  FAD-binding protein  predicted oxidoreductase"
"cbrB","turquoise","inner membrane protein  creBC regulon"
"cbrB","turquoise","inner membrane protein  creBC regulon"
"cbrC","turquoise","conserved protein  UPF0167 family  K09925 hypothetical protein"
"ccmA","blue","heme exporter subunit  K02193 heme exporter protein A [EC:3.6.3.41]"
"ccmB","blue","heme exporter subunit  K02194 heme exporter protein B"
"ccmC","turquoise","heme exporter subunit  K02195 heme exporter protein C"
"ccmD","blue","cytochrome c biogenesis protein  K02196 heme exporter protein D"
"ccmE","green","periplasmic heme chaperone  K02197 cytochrome c-type biogenesis protein CcmE"
"ccmF","green","heme lyase  CcmF subunit  K02198 cytochrome c-type biogenesis protein CcmF"
"ccmH","red","heme lyase  CcmH subunit  K02200 cytochrome c-type biogenesis protein CcmH"
"cdaR","turquoise","DNA-binding transcriptional regulator for gar and gud operons  carbohydrate diacid regulator  K02647 carbohydrate diacid regulator"
"cdd","turquoise","cytidine/deoxycytidine deaminase (EC:3.5.4.5)  K01489 cytidine deaminase [EC:3.5.4.5]"
"cdh","turquoise","CDP-diacylglycerol phosphotidylhydrolase (EC:3.6.1.26)  K01521 CDP-diacylglycerol pyrophosphatase [EC:3.6.1.26]"
"cdsA","blue","CDP-diglyceride synthase (EC:2.7.7.41)  K00981 phosphatidate cytidylyltransferase [EC:2.7.7.41]"
"cedA","blue","cell division modulator  K15722 cell division activator"
"cedA","blue","cell division modulator  K15722 cell division activator"
"cfa","yellow","cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase) (EC:2.1.1.79)  K00574 cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]"
"chaA","turquoise","calcium/sodium:proton antiporter  K07300 Ca2+:H+ antiporter"
"chaB","turquoise","cation transport regulator  K06197 cation transport regulator"
"chaC","turquoise","cation transport regulator  K07232 cation transport protein ChaC"
"chbA","turquoise","N N'-diacetylchitobiose-specific enzyme IIA component of PTS (EC:2.7.1.69)  K02759 PTS system  cellobiose-specific IIA component [EC:2.7.1.69]"
"chbB","turquoise","N N'-diacetylchitobiose-specific enzyme IIB component of PTS (EC:2.7.1.69)  K02760 PTS system  cellobiose-specific IIB component [EC:2.7.1.69]"
"chbC","yellow","N N'-diacetylchitobiose-specific enzyme IIC component of PTS (EC:2.7.1.69)  K02761 PTS system  cellobiose-specific IIC component"
"chbF","turquoise","phospho-chitobiase  general 6-phospho-beta-glucosidase activity (EC:3.2.1.86)  K01222 6-phospho-beta-glucosidase [EC:3.2.1.86]"
"chbG","turquoise","chito-oligosaccharide deacetylase  K03478 hypothetical protein"
"chbR","blue","repressor of chb operon for N N'-diacetylchitobiose utilization  K03490 AraC family transcriptional regulator  cel operon repressor"
"cheB","blue","fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with CheA (EC:3.1.1.61)  K03412 two-component system  chemotaxis family  response regulator CheB [EC:3.1.1.61]"
"cheB","blue","fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with CheA (EC:3.1.1.61)  K03412 two-component system  chemotaxis family  response regulator CheB [EC:3.1.1.61]"
"cheR","blue","chemotaxis regulator  protein-glutamate methyltransferase (EC:2.1.1.80)  K00575 chemotaxis protein methyltransferase CheR [EC:2.1.1.80]"
"cheW","blue","purine-binding chemotaxis protein  K03408 purine-binding chemotaxis protein CheW"
"cheZ","blue","chemotaxis regulator  protein phosphatase for CheY  K03414 chemotaxis protein CheZ"
"chiA","green","periplasmic endochitinase (EC:3.2.1.14 3.2.1.17)  K13381 bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]"
"chiQ","brown","novel lipoprotein induced by chitosugars"
"chiX","blue","sRNA antisense regulator of OM chitoporin ChiP(YbfM)  Hfq-dependent"
"chiX","blue","sRNA antisense regulator of OM chitoporin ChiP(YbfM)  Hfq-dependent"
"chpS","turquoise","antitoxin of the ChpBS toxin-antitoxin system"
"chpS","turquoise","antitoxin of the ChpBS toxin-antitoxin system"
"cirA","turquoise","catecholate siderophore receptor CirA  K16089 outer membrane receptor for ferrienterochelin and colicins"
"citC","turquoise","[citrate [pro-3S]-lyase] ligase (EC:6.2.1.22)  K01910 [citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]"
"citD","turquoise","citrate lyase  acyl carrier (gamma) subunit (EC:4.1.3.6)  K01646 citrate lyase subunit gamma [EC:4.1.3.6]"
"citE","turquoise","citrate lyase  citryl-ACP lyase (beta) subunit (EC:4.1.3.34 4.1.3.6)  K01644 citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.6 4.1.3.34]"
"citF","turquoise","citrate lyase  citrate-ACP transferase (alpha) subunit (EC:2.8.3.10 4.1.3.6)  K01643 citrate lyase subunit alpha / citrate CoA-transferase [EC:4.1.3.6 2.8.3.10]"
"citG","turquoise","2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase (EC:2.7.8.25)  K05966 triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]"
"citT","yellow","citrate:succinate antiporter  K09477 citrate:succinate antiporter"
"citX","blue","apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC:2.7.7.61)  K05964 holo-ACP synthase [EC:2.7.7.61]"
"clcA","green","H(+)/Cl(-) exchange transporter  K03281 chloride channel protein  CIC family"
"clcB","green","H(+)/Cl(-) exchange transporter  K03281 chloride channel protein  CIC family"
"clpB","brown","protein disaggregation chaperone  K03695 ATP-dependent Clp protease ATP-binding subunit ClpB"
"clpP","turquoise","proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases (EC:3.4.21.92)  K01358 ATP-dependent Clp protease  protease subunit [EC:3.4.21.92]"
"clpP","turquoise","proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases (EC:3.4.21.92)  K01358 ATP-dependent Clp protease  protease subunit [EC:3.4.21.92]"
"clpP","turquoise","proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases (EC:3.4.21.92)  K01358 ATP-dependent Clp protease  protease subunit [EC:3.4.21.92]"
"clpP","turquoise","proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases (EC:3.4.21.92)  K01358 ATP-dependent Clp protease  protease subunit [EC:3.4.21.92]"
"clpS","blue","regulatory protein for ClpA substrate specificity  K06891 ATP-dependent Clp protease adaptor protein ClpS"
"cmk","yellow","cytidylate kinase (EC:2.7.4.14)  K00945 cytidylate kinase [EC:2.7.4.14]"
"cmoA","yellow","carboxy-SAM synthase  K15256 tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]"
"cmoB","turquoise","tRNA (cmo5U34)-carboxymethyltransferase  carboxy-SAM-dependent  K15257 tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]"
"cmtA","turquoise","predicted fused mannitol-specific PTS enzymes: IIB component/IIC component (EC:2.7.1.69)  K02799 PTS system  mannitol-specific IIB component [EC:2.7.1.69] K02800 PTS system  mannitol-specific IIC component"
"cmtB","grey","predicted mannitol-specific enzyme IIA component of PTS  K02798 PTS system  mannitol-specific IIA component [EC:2.7.1.69]"
"cnu","blue","oriC-binding complex H-NS/Cnu  binds 26 bp cnb site  also forms a complex with StpA"
"cnu","blue","oriC-binding complex H-NS/Cnu  binds 26 bp cnb site  also forms a complex with StpA"
"coaD","turquoise","pantetheine-phosphate adenylyltransferase (EC:2.7.7.3)  K00954 pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]"
"coaE","turquoise","dephospho-CoA kinase (EC:2.7.1.24)  K00859 dephospho-CoA kinase [EC:2.7.1.24]"
"cobB","brown","deacetylase of acs and cheY  chemotaxis regulator  K12410 NAD-dependent deacetylase [EC:3.5.1.-]"
"cobB","brown","deacetylase of acs and cheY  chemotaxis regulator  K12410 NAD-dependent deacetylase [EC:3.5.1.-]"
"cobB","brown","deacetylase of acs and cheY  chemotaxis regulator  K12410 NAD-dependent deacetylase [EC:3.5.1.-]"
"cobB","brown","deacetylase of acs and cheY  chemotaxis regulator  K12410 NAD-dependent deacetylase [EC:3.5.1.-]"
"cobC","grey","predicted alpha-ribazole-5'-P phosphatase  K02226 alpha-ribazole phosphatase [EC:3.1.3.73]"
"cobC","grey","predicted alpha-ribazole-5'-P phosphatase  K02226 alpha-ribazole phosphatase [EC:3.1.3.73]"
"cobS","turquoise","cobalamin synthase (EC:2.-.-.-)  K02233 adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]"
"cobT","blue","nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC:2.4.2.21)  K00768 nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]"
"cobU","brown","bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase  K02231 adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]"
"codA","red","cytosine/isoguanine deaminase (EC:3.5.4.1)  K01485 cytosine deaminase [EC:3.5.4.1]"
"codB","turquoise","cytosine transporter  K10974 cytosine permease"
"cof","blue","thiamin pyrimidine pyrophosphate hydrolase  HMP-PP phosphatase  K11938 HMP-PP phosphatase [EC:3.6.1.-]"
"cohE","yellow","e14 prophage  repressor protein phage e14"
"copA","blue","copper transporter (EC:3.6.3.4)  K17686 Cu+-exporting ATPase [EC:3.6.3.54]"
"corA","yellow","magnesium/nickel/cobalt transporter  K03284 magnesium transporter"
"cpdA","turquoise","3' 5' cAMP phosphodiesterase (EC:3.1.4.17)  K03651 Icc protein"
"cpdB","turquoise","2':3'-cyclic-nucleotide 2'-phosphodiesterase (EC:3.1.4.16)  K01119 2' 3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]"
"cpsB","black","mannose-1-phosphate guanyltransferase (EC:2.7.7.22)  K00971 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"
"cpsG","turquoise","phosphomannomutase (EC:5.4.2.8)  K01840 phosphomannomutase [EC:5.4.2.8]"
"cpxA","yellow","sensory histidine kinase in two-component regulatory system with CpxR  K07640 two-component system  OmpR family  sensor histidine kinase CpxA [EC:2.7.13.3]"
"cpxA","yellow","sensory histidine kinase in two-component regulatory system with CpxR  K07640 two-component system  OmpR family  sensor histidine kinase CpxA [EC:2.7.13.3]"
"cpxP","turquoise","inhibitor of the cpx response  periplasmic adaptor protein  K06006 periplasmic protein CpxP"
"crcB","turquoise","probable fluoride exporter  inner membrane protein associated with chromosome condensation  K06199 CrcB protein"
"creA","blue","conserved protein  K05805 CreA protein"
"creD","turquoise","inner membrane protein  K06143 inner membrane protein"
"crl","red","pseudogene"
"croE","turquoise","e14 prophage  predicted DNA-binding transcriptional regulator"
"csdA","turquoise","cysteine sulfinate desulfinase (EC:4.4.1.-)  K01766 cysteine sulfinate desulfinase [EC:4.4.1.-]"
"csdE","turquoise","CsdA-binding activator  Fe-S protein  K02426 cysteine desulfuration protein SufE"
"csgC","turquoise","curli assembly protein  K04336 curli production protein"
"csgD","green","DNA-binding transcriptional activator for csgBA  K04333 LuxR family transcriptional regulator  csgAB operon transcriptional regulatory protein"
"csgE","black","curlin secretion specificity factor  K04337 curli production assembly/transport component CsgE"
"csgF","blue","outer membrane protein required for curli nucleation by CsgB  K04338 curli production assembly/transport component CsgF"
