eco_id gene gene_description
eco:b0177 bamA outer_membrane_protein_assembly_factor,_forms_pores;_required_for_OM_biogenesis;_in_BamABCDE_OM_protein_complex;_K07277_outer_membrane_protein_insertion_porin_family
eco:b2512 bamB lipoprotein_required_for_OM_biogenesis,_in_BamABCDE_complex;_K17713_outer_membrane_protein_assembly_factor_BamB
eco:b2477 bamC lipoprotein_required_for_OM_biogenesis,_in_BamABCDE_complex;_K07287_outer_membrane_protein_assembly_factor_BamC
eco:b2595 bamD lipoprotein_required_for_OM_biogenesis,_in_BamABCDE_complex;_K05807_outer_membrane_protein_assembly_factor_BamD
eco:b2617 bamE lipoprotein_component_of_BamABCDE_OM_biogenesis_complex;_K06186_outer_membrane_protein_assembly_factor_BamE
eco:b4112 basS sensory_histidine_kinase_in_two-component_regulatory_system_with_BasR;_K07643_two-component_system,_OmpR_family,_sensor_histidine_kinase_BasS_[EC:2.7.13.3]
eco:b3570 bax conserved_protein;_K03796_Bax_protein
eco:b2480 bcp peroxiredoxin;_thiol_peroxidase,_thioredoxin-dependent_(EC:1.11.1.-_1.11.1.7);_K03564_peroxiredoxin_Q/BCP_[EC:1.11.1.15]
eco:b2182 bcr bicyclomycin/cysteine/sulfonamide_efflux_transporter;_K07552_MFS_transporter,_DHA1_family,_bicyclomycin/chloramphenicol_resistance_protein
eco:b3533 bcsA cellulose_synthase,_catalytic_subunit_(EC:2.4.1.12);_K00694_cellulose_synthase_(UDP-forming)_[EC:2.4.1.12]
eco:b3532 bcsB regulator_of_cellulose_synthase,_cyclic_di-GMP_binding
eco:b3530 bcsC cellulose_synthase_subunit
eco:b3536 bcsE cellulose_production_protein
eco:b3537 bcsF predicted_protein
eco:b3538 bcsG inner_membrane_protein,_predicted_endoglucanase,_DUF3260_family
eco:b3534 bcsQ pseudogene
eco:b3531 bcsZ endo-1,4-D-glucanase_(EC:3.2.1.4);_K01179_endoglucanase_[EC:3.2.1.4]
eco:b1151 beeE pseudogene
eco:b0312 betB betaine_aldehyde_dehydrogenase,_NAD-dependent_(EC:1.2.1.8);_K00130_betaine-aldehyde_dehydrogenase_[EC:1.2.1.8]
eco:b0313 betI DNA-binding_transcriptional_repressor;_K02167_TetR/AcrR_family_transcriptional_regulator,_transcriptional_repressor_of_bet_genes
eco:b0313 betI DNA-binding_transcriptional_repressor;_K02167_TetR/AcrR_family_transcriptional_regulator,_transcriptional_repressor_of_bet_genes
eco:b0313 betI DNA-binding_transcriptional_repressor;_K02167_TetR/AcrR_family_transcriptional_regulator,_transcriptional_repressor_of_bet_genes
eco:b0314 betT choline_transporter_of_high_affinity;_K02168_choline/glycine/proline_betaine_transport_protein
eco:b3336 bfr bacterioferritin,_iron_storage_and_detoxification_protein;_K03594_bacterioferritin
eco:b2901 bglA 6-phospho-beta-glucosidase_A_(EC:3.2.1.86);_K01223_6-phospho-beta-glucosidase_[EC:3.2.1.86]
eco:b3721 bglB cryptic_phospho-beta-glucosidase_B_(EC:3.2.1.86);_K01223_6-phospho-beta-glucosidase_[EC:3.2.1.86]
eco:b3722 bglF fused_beta-glucoside-specific_PTS_enzymes:_IIA_component/IIB_component/IIC_component_(EC:2.7.1.69);_K02755_PTS_system,_beta-glucosides-specific_IIA_component_[EC:2.7.1.69]_K02756_PTS_system,_beta-glucosides-specific_IIB_component_[EC:2.7.1.69]_K02757_PTS_system,_beta-glucosides-specific_IIC_component
eco:b3723 bglG transcriptional_antiterminator_of_the_bgl_operon;_K03488_beta-glucoside_operon_transcriptional_antiterminator
eco:b3720 bglH carbohydrate-specific_outer_membrane_porin,_cryptic;_K10124_carbohydrate-specific_outer_membrane_porin
eco:b4366 bglJ bgl_operon_transcriptional_activator
eco:b2132 bglX beta-D-glucoside_glucohydrolase,_periplasmic_(EC:3.2.1.21);_K05349_beta-glucosidase_[EC:3.2.1.21]
eco:b1112 bhsA biofilm,_cell_surface_and_signaling_protein;_K12151_multiple_stress_resistance_protein_BhsA
eco:b0774 bioA 7,8-diaminopelargonic_acid_synthase,_PLP-dependent_(EC:2.6.1.62);_K00833_adenosylmethionine-8-amino-7-oxononanoate_aminotransferase_[EC:2.6.1.62]
eco:b0774 bioA 7,8-diaminopelargonic_acid_synthase,_PLP-dependent_(EC:2.6.1.62);_K00833_adenosylmethionine-8-amino-7-oxononanoate_aminotransferase_[EC:2.6.1.62]
eco:b0775 bioB biotin_synthase_(EC:2.8.1.6);_K01012_biotin_synthase_[EC:2.8.1.6]
eco:b0777 bioC malonyl-CoA_methyltransferase,_SAM-dependent;_K02169_malonyl-CoA_O-methyltransferase_[EC:2.1.1.197]
eco:b0778 bioD dethiobiotin_synthetase_(EC:6.3.3.3);_K01935_dethiobiotin_synthetase_[EC:6.3.3.3]
eco:b0776 bioF 8-amino-7-oxononanoate_synthase_(EC:2.3.1.47);_K00652_8-amino-7-oxononanoate_synthase_[EC:2.3.1.47]
eco:b3412 bioH pimeloyl-ACP_methyl_ester_carboxylesterase;_K02170_pimeloyl-[acyl-carrier_protein]_methyl_ester_esterase_[EC:3.1.1.85]
eco:b3973 birA bifunctional_biotin-[acetylCoA_carboxylase]_holoenzyme_synthetase/DNA-binding_transcriptional_repressor,_bio-5'-AMP-binding_(EC:6.3.4.15);_K03524_BirA_family_transcriptional_regulator,_biotin_operon_repressor_/_biotin-[acetyl-CoA-carboxylase]_ligase_[EC:6.3.4.15]
eco:b3551 bisC biotin_sulfoxide_reductase_(EC:1.-.-.-);_K08351_biotin/methionine_sulfoxide_reductase_[EC:1.-.-.-]
eco:b4149 blc outer_membrane_lipoprotein_(lipocalin),_cell_division_and_growth_function;_K03098_apolipoprotein_D_and_lipocalin_family_protein
eco:b4409 blr beta-lactam_resistance_membrane_protein;_divisome-associated_protein
eco:b1163 bluF anti-repressor_for_YcgE,_blue_light-responsive;_FAD-binding;_has_c-di-GMP_phosphodiesterase-like_EAL_domain,_but_does_not_degrade_c-di-GMP
eco:b0435 bolA stationary-phase_morphogene,_transcriptional_repressor_for_mreB;_also_regulator_for_dacA,_dacC,_and_ampC;_K05527_BolA_protein
eco:b0435 bolA stationary-phase_morphogene,_transcriptional_repressor_for_mreB;_also_regulator_for_dacA,_dacC,_and_ampC;_K05527_BolA_protein
eco:b0435 bolA stationary-phase_morphogene,_transcriptional_repressor_for_mreB;_also_regulator_for_dacA,_dacC,_and_ampC;_K05527_BolA_protein
eco:b0435 bolA stationary-phase_morphogene,_transcriptional_repressor_for_mreB;_also_regulator_for_dacA,_dacC,_and_ampC;_K05527_BolA_protein
eco:b0435 bolA stationary-phase_morphogene,_transcriptional_repressor_for_mreB;_also_regulator_for_dacA,_dacC,_and_ampC;_K05527_BolA_protein
eco:b0435 bolA stationary-phase_morphogene,_transcriptional_repressor_for_mreB;_also_regulator_for_dacA,_dacC,_and_ampC;_K05527_BolA_protein
eco:b0557 borD DLP12_prophage;_predicted_lipoprotein
eco:b0401 brnQ branched-chain_amino_acid_transport_system_2_carrier_protein;_LIV-II_transport_system_for_Ile,_Leu,_and_Val;_K03311_branched-chain_amino_acid:cation_transporter,_LIVCS_family
eco:b4189 bsmA bioflm_peroxide_resistance_protein
eco:b0836 bssR repressor_of_biofilm_formation_by_indole_transport_regulation
eco:b1060 bssS biofilm_regulator;_K12148_biofilm_regulator_BssS
eco:b3966 btuB vitamin_B12/cobalamin_outer_membrane_transporter;_K16092_vitamin_B12_transporter
eco:b1711 btuC vitamin_B12_transporter_subunit:_membrane_component_of_ABC_superfamily;_K06073_vitamin_B12_transport_system_permease_protein
eco:b1709 btuD vitamin_B12_transporter_subunit_:_ATP-binding_component_of_ABC_superfamily_(EC:3.6.3.33);_K06074_vitamin_B12_transport_system_ATP-binding_protein_[EC:3.6.3.33]
eco:b1710 btuE glutathione_peroxidase;_K00432_glutathione_peroxidase_[EC:1.11.1.9]
eco:b0158 btuF vitamin_B12_transporter_subunit:_periplasmic-binding_component_of_ABC_superfamily;_K06858_vitamin_B12_transport_system_substrate-binding_protein
eco:b1270 btuR cob(I)alamin_adenolsyltransferase/cobinamide_ATP-dependent_adenolsyltransferase_(EC:2.5.1.-_2.5.1.17);_K00798_cob(I)alamin_adenosyltransferase_[EC:2.5.1.17]
eco:b4131 cadA lysine_decarboxylase,_acid-inducible_(EC:4.1.1.18);_K01582_lysine_decarboxylase_[EC:4.1.1.18]
eco:b4132 cadB predicted_lysine/cadaverine_transporter;_K03757_cadaverine:lysine_antiporter
eco:b4133 cadC DNA-binding_transcriptional_activator;_K03765_transcriptional_activator_of_cad_operon
eco:b0039 caiA crotonobetaine_reductase_subunit_II,_FAD-binding_(EC:1.3.99.-);_K08297_crotonobetainyl-CoA_dehydrogenase_[EC:1.3.99.-]
eco:b0037 caiC probable_crotonobetaine/carnitine-CoA_ligase_(EC:6.3.2.-);_K02182_crotonobetaine/carnitine-CoA_ligase_[EC:6.2.1.-]
eco:b0037 caiC probable_crotonobetaine/carnitine-CoA_ligase_(EC:6.3.2.-);_K02182_crotonobetaine/carnitine-CoA_ligase_[EC:6.2.1.-]
eco:b0037 caiC probable_crotonobetaine/carnitine-CoA_ligase_(EC:6.3.2.-);_K02182_crotonobetaine/carnitine-CoA_ligase_[EC:6.2.1.-]
eco:b0037 caiC probable_crotonobetaine/carnitine-CoA_ligase_(EC:6.3.2.-);_K02182_crotonobetaine/carnitine-CoA_ligase_[EC:6.2.1.-]
eco:b0037 caiC probable_crotonobetaine/carnitine-CoA_ligase_(EC:6.3.2.-);_K02182_crotonobetaine/carnitine-CoA_ligase_[EC:6.2.1.-]
eco:b0035 caiE stimulator_of_CaiD_and_CaiB_enzyme_activities;_K08279_carnitine_operon_protein_CaiE
eco:b0035 caiE stimulator_of_CaiD_and_CaiB_enzyme_activities;_K08279_carnitine_operon_protein_CaiE
eco:b0035 caiE stimulator_of_CaiD_and_CaiB_enzyme_activities;_K08279_carnitine_operon_protein_CaiE
eco:b0034 caiF DNA-binding_transcriptional_activator;_K08277_transcriptional_activator_CaiF
eco:b0040 caiT predicted_transporter;_K05245_L-carnitine/gamma-butyrobetaine_antiporter
eco:b0032 carA carbamoyl_phosphate_synthetase_small_subunit,_glutamine_amidotransferase_(EC:6.3.5.5);_K01956_carbamoyl-phosphate_synthase_small_subunit_[EC:6.3.5.5]
eco:b0032 carA carbamoyl_phosphate_synthetase_small_subunit,_glutamine_amidotransferase_(EC:6.3.5.5);_K01956_carbamoyl-phosphate_synthase_small_subunit_[EC:6.3.5.5]
eco:b0032 carA carbamoyl_phosphate_synthetase_small_subunit,_glutamine_amidotransferase_(EC:6.3.5.5);_K01956_carbamoyl-phosphate_synthase_small_subunit_[EC:6.3.5.5]
eco:b0032 carA carbamoyl_phosphate_synthetase_small_subunit,_glutamine_amidotransferase_(EC:6.3.5.5);_K01956_carbamoyl-phosphate_synthase_small_subunit_[EC:6.3.5.5]
eco:b0033 carB carbamoyl-phosphate_synthase_large_subunit_(EC:6.3.5.5);_K01955_carbamoyl-phosphate_synthase_large_subunit_[EC:6.3.5.5]
eco:b2760 casA CRISP_RNA_(crRNA)_containing_Cascade_antiviral_complex_protein
eco:b2759 casB CRISP_RNA_(crRNA)_containing_Cascade_antiviral_complex_protein
eco:b2757 casD CRISP_RNA_(crRNA)_containing_Cascade_antiviral_complex_protein
eco:b2757 casD CRISP_RNA_(crRNA)_containing_Cascade_antiviral_complex_protein
eco:b2756 casE CRISPR_RNA_precursor_cleavage_enzyme;_CRISP_RNA_(crRNA)_containing_Cascade_antiviral_complex_protein
eco:b0999 cbpM modulator_of_CbpA_co-chaperone
eco:b0999 cbpM modulator_of_CbpA_co-chaperone
eco:b3690 cbrA colicin_M_resistance_protein;_FAD-binding_protein,_predicted_oxidoreductase
eco:b3716 cbrB inner_membrane_protein,_creBC_regulon
eco:b3716 cbrB inner_membrane_protein,_creBC_regulon
eco:b3717 cbrC conserved_protein,_UPF0167_family;_K09925_hypothetical_protein
eco:b2005 cbtA CP4-44_prophage;_toxin_of_the_YeeV-YeeU_toxin-antitoxin_system
eco:b2005 cbtA CP4-44_prophage;_toxin_of_the_YeeV-YeeU_toxin-antitoxin_system
eco:b2201 ccmA heme_exporter_subunit;_K02193_heme_exporter_protein_A_[EC:3.6.3.41]
eco:b2200 ccmB heme_exporter_subunit;_K02194_heme_exporter_protein_B
eco:b2199 ccmC heme_exporter_subunit;_K02195_heme_exporter_protein_C
eco:b2198 ccmD cytochrome_c_biogenesis_protein;_K02196_heme_exporter_protein_D
eco:b2197 ccmE periplasmic_heme_chaperone;_K02197_cytochrome_c-type_biogenesis_protein_CcmE
eco:b2196 ccmF heme_lyase,_CcmF_subunit;_K02198_cytochrome_c-type_biogenesis_protein_CcmF
eco:b2194 ccmH heme_lyase,_CcmH_subunit;_K02200_cytochrome_c-type_biogenesis_protein_CcmH
eco:b0162 cdaR DNA-binding_transcriptional_regulator_for_gar_and_gud_operons;_carbohydrate_diacid_regulator;_K02647_carbohydrate_diacid_regulator
eco:b2143 cdd cytidine/deoxycytidine_deaminase_(EC:3.5.4.5);_K01489_cytidine_deaminase_[EC:3.5.4.5]
eco:b3918 cdh CDP-diacylglycerol_phosphotidylhydrolase_(EC:3.6.1.26);_K01521_CDP-diacylglycerol_pyrophosphatase_[EC:3.6.1.26]
eco:b0175 cdsA CDP-diglyceride_synthase_(EC:2.7.7.41);_K00981_phosphatidate_cytidylyltransferase_[EC:2.7.7.41]
eco:b1731 cedA cell_division_modulator;_K15722_cell_division_activator
eco:b1731 cedA cell_division_modulator;_K15722_cell_division_activator
eco:b1661 cfa cyclopropane_fatty_acyl_phospholipid_synthase_(unsaturated-phospholipid_methyltransferase)_(EC:2.1.1.79);_K00574_cyclopropane-fatty-acyl-phospholipid_synthase_[EC:2.1.1.79]
eco:b1216 chaA calcium/sodium:proton_antiporter;_K07300_Ca2+:H+_antiporter
eco:b1217 chaB cation_transport_regulator;_K06197_cation_transport_regulator
eco:b1218 chaC cation_transport_regulator;_K07232_cation_transport_protein_ChaC
eco:b1736 chbA N,N'-diacetylchitobiose-specific_enzyme_IIA_component_of_PTS_(EC:2.7.1.69);_K02759_PTS_system,_cellobiose-specific_IIA_component_[EC:2.7.1.69]
eco:b1738 chbB N,N'-diacetylchitobiose-specific_enzyme_IIB_component_of_PTS_(EC:2.7.1.69);_K02760_PTS_system,_cellobiose-specific_IIB_component_[EC:2.7.1.69]
eco:b1737 chbC N,N'-diacetylchitobiose-specific_enzyme_IIC_component_of_PTS_(EC:2.7.1.69);_K02761_PTS_system,_cellobiose-specific_IIC_component
eco:b1734 chbF phospho-chitobiase;_general_6-phospho-beta-glucosidase_activity_(EC:3.2.1.86);_K01222_6-phospho-beta-glucosidase_[EC:3.2.1.86]
eco:b1733 chbG chito-oligosaccharide_deacetylase;_K03478_hypothetical_protein
eco:b1735 chbR repressor_of_chb_operon_for_N,N'-diacetylchitobiose_utilization;_K03490_AraC_family_transcriptional_regulator,_cel_operon_repressor
eco:b1883 cheB fused_chemotaxis_regulator:_protein-glutamate_methylesterase_in_two-component_regulatory_system_with_CheA_(EC:3.1.1.61);_K03412_two-component_system,_chemotaxis_family,_response_regulator_CheB_[EC:3.1.1.61]
eco:b1883 cheB fused_chemotaxis_regulator:_protein-glutamate_methylesterase_in_two-component_regulatory_system_with_CheA_(EC:3.1.1.61);_K03412_two-component_system,_chemotaxis_family,_response_regulator_CheB_[EC:3.1.1.61]
eco:b1884 cheR chemotaxis_regulator,_protein-glutamate_methyltransferase_(EC:2.1.1.80);_K00575_chemotaxis_protein_methyltransferase_CheR_[EC:2.1.1.80]
eco:b1887 cheW purine-binding_chemotaxis_protein;_K03408_purine-binding_chemotaxis_protein_CheW
eco:b1881 cheZ chemotaxis_regulator,_protein_phosphatase_for_CheY;_K03414_chemotaxis_protein_CheZ
eco:b3338 chiA periplasmic_endochitinase_(EC:3.2.1.14_3.2.1.17);_K13381_bifunctional_chitinase/lysozyme_[EC:3.2.1.14_3.2.1.17]
eco:b0682 chiQ novel_lipoprotein_induced_by_chitosugars
eco:b4585 chiX sRNA_antisense_regulator_of_OM_chitoporin_ChiP(YbfM),_Hfq-dependent
eco:b4585 chiX sRNA_antisense_regulator_of_OM_chitoporin_ChiP(YbfM),_Hfq-dependent
eco:b4224 chpS antitoxin_of_the_ChpBS_toxin-antitoxin_system
eco:b4224 chpS antitoxin_of_the_ChpBS_toxin-antitoxin_system
eco:b2155 cirA catecholate_siderophore_receptor_CirA;_K16089_outer_membrane_receptor_for_ferrienterochelin_and_colicins
eco:b0618 citC [citrate_[pro-3S]-lyase]_ligase_(EC:6.2.1.22);_K01910_[citrate_(pro-3S)-lyase]_ligase_[EC:6.2.1.22]
eco:b0617 citD citrate_lyase,_acyl_carrier_(gamma)_subunit_(EC:4.1.3.6);_K01646_citrate_lyase_subunit_gamma_[EC:4.1.3.6]
eco:b0616 citE citrate_lyase,_citryl-ACP_lyase_(beta)_subunit_(EC:4.1.3.34_4.1.3.6);_K01644_citrate_lyase_subunit_beta_/_citryl-CoA_lyase_[EC:4.1.3.6_4.1.3.34]
eco:b0615 citF citrate_lyase,_citrate-ACP_transferase_(alpha)_subunit_(EC:2.8.3.10_4.1.3.6);_K01643_citrate_lyase_subunit_alpha_/_citrate_CoA-transferase_[EC:4.1.3.6_2.8.3.10]
eco:b0613 citG 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A_synthase_(EC:2.7.8.25);_K05966_triphosphoribosyl-dephospho-CoA_synthase_[EC:2.4.2.52]
eco:b0612 citT citrate:succinate_antiporter;_K09477_citrate:succinate_antiporter
eco:b0614 citX apo-citrate_lyase_phosphoribosyl-dephospho-CoA_transferase_(EC:2.7.7.61);_K05964_holo-ACP_synthase_[EC:2.7.7.61]
eco:b0155 clcA H(+)/Cl(-)_exchange_transporter;_K03281_chloride_channel_protein,_CIC_family
eco:b1592 clcB H(+)/Cl(-)_exchange_transporter;_K03281_chloride_channel_protein,_CIC_family
eco:b2592 clpB protein_disaggregation_chaperone;_K03695_ATP-dependent_Clp_protease_ATP-binding_subunit_ClpB
eco:b0437 clpP proteolytic_subunit_of_ClpA-ClpP_and_ClpX-ClpP_ATP-dependent_serine_proteases_(EC:3.4.21.92);_K01358_ATP-dependent_Clp_protease,_protease_subunit_[EC:3.4.21.92]
eco:b0437 clpP proteolytic_subunit_of_ClpA-ClpP_and_ClpX-ClpP_ATP-dependent_serine_proteases_(EC:3.4.21.92);_K01358_ATP-dependent_Clp_protease,_protease_subunit_[EC:3.4.21.92]
eco:b0437 clpP proteolytic_subunit_of_ClpA-ClpP_and_ClpX-ClpP_ATP-dependent_serine_proteases_(EC:3.4.21.92);_K01358_ATP-dependent_Clp_protease,_protease_subunit_[EC:3.4.21.92]
eco:b0437 clpP proteolytic_subunit_of_ClpA-ClpP_and_ClpX-ClpP_ATP-dependent_serine_proteases_(EC:3.4.21.92);_K01358_ATP-dependent_Clp_protease,_protease_subunit_[EC:3.4.21.92]
eco:b0881 clpS regulatory_protein_for_ClpA_substrate_specificity;_K06891_ATP-dependent_Clp_protease_adaptor_protein_ClpS
eco:b0789 clsB cardiolipin_synthase_2_(EC:2.7.8.-);_K06132_putative_cardiolipin_synthase_[EC:2.7.8.-]
eco:b0910 cmk cytidylate_kinase_(EC:2.7.4.14);_K00945_cytidylate_kinase_[EC:2.7.4.14]
eco:b1870 cmoA carboxy-SAM_synthase;_K15256_tRNA_(cmo5U34)-methyltransferase_[EC:2.1.1.-]
eco:b1871 cmoB tRNA_(cmo5U34)-carboxymethyltransferase,_carboxy-SAM-dependent;_K15257_tRNA_(mo5U34)-methyltransferase_[EC:2.1.1.-]
eco:b2933 cmtA predicted_fused_mannitol-specific_PTS_enzymes:_IIB_component/IIC_component_(EC:2.7.1.69);_K02799_PTS_system,_mannitol-specific_IIB_component_[EC:2.7.1.69]_K02800_PTS_system,_mannitol-specific_IIC_component
eco:b2934 cmtB predicted_mannitol-specific_enzyme_IIA_component_of_PTS;_K02798_PTS_system,_mannitol-specific_IIA_component_[EC:2.7.1.69]
eco:b1625 cnu oriC-binding_complex_H-NS/Cnu;_binds_26_bp_cnb_site;_also_forms_a_complex_with_StpA
eco:b1625 cnu oriC-binding_complex_H-NS/Cnu;_binds_26_bp_cnb_site;_also_forms_a_complex_with_StpA
eco:b3634 coaD pantetheine-phosphate_adenylyltransferase_(EC:2.7.7.3);_K00954_pantetheine-phosphate_adenylyltransferase_[EC:2.7.7.3]
eco:b0103 coaE dephospho-CoA_kinase_(EC:2.7.1.24);_K00859_dephospho-CoA_kinase_[EC:2.7.1.24]
eco:b1120 cobB deacetylase_of_acs_and_cheY,_chemotaxis_regulator;_K12410_NAD-dependent_deacetylase_[EC:3.5.1.-]
eco:b1120 cobB deacetylase_of_acs_and_cheY,_chemotaxis_regulator;_K12410_NAD-dependent_deacetylase_[EC:3.5.1.-]
eco:b1120 cobB deacetylase_of_acs_and_cheY,_chemotaxis_regulator;_K12410_NAD-dependent_deacetylase_[EC:3.5.1.-]
eco:b1120 cobB deacetylase_of_acs_and_cheY,_chemotaxis_regulator;_K12410_NAD-dependent_deacetylase_[EC:3.5.1.-]
eco:b0638 cobC predicted_alpha-ribazole-5'-P_phosphatase;_K02226_alpha-ribazole_phosphatase_[EC:3.1.3.73]
eco:b0638 cobC predicted_alpha-ribazole-5'-P_phosphatase;_K02226_alpha-ribazole_phosphatase_[EC:3.1.3.73]
eco:b1992 cobS cobalamin_synthase_(EC:2.-.-.-);_K02233_adenosylcobinamide-GDP_ribazoletransferase_[EC:2.7.8.26]
eco:b1991 cobT nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase_(EC:2.4.2.21);_K00768_nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase_[EC:2.4.2.21]
eco:b1993 cobU bifunctional_cobinamide_kinase/cobinamide_phosphate_guanylyltransferase;_K02231_adenosylcobinamide_kinase_/_adenosylcobinamide-phosphate_guanylyltransferase_[EC:2.7.1.156_2.7.7.62]
eco:b0337 codA cytosine/isoguanine_deaminase_(EC:3.5.4.1);_K01485_cytosine_deaminase_[EC:3.5.4.1]
eco:b0336 codB cytosine_transporter;_K10974_cytosine_permease
eco:b0446 cof thiamin_pyrimidine_pyrophosphate_hydrolase;_HMP-PP_phosphatase;_K11938_HMP-PP_phosphatase_[EC:3.6.1.-]
eco:b1145 cohE e14_prophage;_repressor_protein_phage_e14
eco:b0484 copA copper_transporter_(EC:3.6.3.4);_K17686_Cu+-exporting_ATPase_[EC:3.6.3.54]
eco:b3816 corA magnesium/nickel/cobalt_transporter;_K03284_magnesium_transporter
eco:b3032 cpdA 3',5'_cAMP_phosphodiesterase_(EC:3.1.4.17);_K03651_Icc_protein
eco:b4213 cpdB 2':3'-cyclic-nucleotide_2'-phosphodiesterase_(EC:3.1.4.16);_K01119_2',3'-cyclic-nucleotide_2'-phosphodiesterase_[EC:3.1.4.16]
eco:b2049 cpsB mannose-1-phosphate_guanyltransferase_(EC:2.7.7.22);_K00971_mannose-1-phosphate_guanylyltransferase_[EC:2.7.7.13]
eco:b2048 cpsG phosphomannomutase_(EC:5.4.2.8);_K01840_phosphomannomutase_[EC:5.4.2.8]
eco:b3911 cpxA sensory_histidine_kinase_in_two-component_regulatory_system_with_CpxR;_K07640_two-component_system,_OmpR_family,_sensor_histidine_kinase_CpxA_[EC:2.7.13.3]
eco:b3911 cpxA sensory_histidine_kinase_in_two-component_regulatory_system_with_CpxR;_K07640_two-component_system,_OmpR_family,_sensor_histidine_kinase_CpxA_[EC:2.7.13.3]
eco:b4484 cpxP inhibitor_of_the_cpx_response;_periplasmic_adaptor_protein;_K06006_periplasmic_protein_CpxP
eco:b0080 cra DNA-binding_transcriptional_repressor-activator_for_carbon_metabolism;_K03435_LacI_family_transcriptional_regulator,_fructose_operon_transcriptional_repressor
eco:b0624 crcB probable_fluoride_exporter;_inner_membrane_protein_associated_with_chromosome_condensation;_K06199_CrcB_protein
eco:b4397 creA conserved_protein;_K05805_CreA_protein
eco:b4400 creD inner_membrane_protein;_K06143_inner_membrane_protein
eco:b0240 crl pseudogene
eco:b1146 croE e14_prophage;_predicted_DNA-binding_transcriptional_regulator
eco:b2810 csdA cysteine_sulfinate_desulfinase_(EC:4.4.1.-);_K01766_cysteine_sulfinate_desulfinase_[EC:4.4.1.-]
eco:b2811 csdE CsdA-binding_activator;_Fe-S_protein;_K02426_cysteine_desulfuration_protein_SufE
eco:b1043 csgC curli_assembly_protein;_K04336_curli_production_protein
eco:b1040 csgD DNA-binding_transcriptional_activator_for_csgBA;_K04333_LuxR_family_transcriptional_regulator,_csgAB_operon_transcriptional_regulatory_protein
eco:b1039 csgE curlin_secretion_specificity_factor;_K04337_curli_production_assembly/transport_component_CsgE
eco:b1038 csgF outer_membrane_protein_required_for_curli_nucleation_by_CsgB;_K04338_curli_production_assembly/transport_component_CsgF
eco:b1038 csgF outer_membrane_protein_required_for_curli_nucleation_by_CsgB;_K04338_curli_production_assembly/transport_component_CsgF
eco:b1037 csgG curli_production_assembly/transport_outer_membrane_lipoprotein;_K06214_curli_production_assembly/transport_component_CsgG
eco:b2659 csiD carbon_starvation_protein;_K15737_protein_CsiD
eco:b2535 csiE stationary_phase_inducible_protein
eco:b2664 csiR DNA-binding_transcriptional_repressor_of_csiD;_K15735_GntR_family_transcriptional_regulator,_carbon_starvation_induced_regulator
